Limit,Source,Critical_case,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Forward CG limit,Mission fuel burn,After landing,23980.971223719163,14.4018637230659,20.421582878640645,14.579438586877938,11.72610362293739
Aft CG limit,Mission fuel burn,Start / full fuel,33614.100000000006,14.599420048669309,26.01600780496827,8.985013660550308,6.131678696609761
