Sequence,Step,Weight_kg,x_cg_m,CG_percent_MAC
Front to back,Start: crew + fuel + baggage,27314.1,14.58798442774886,25.69217245051945
Front to back,Forward cabin,29114.1,14.221729864841265,15.320529579286978
Front to back,Middle cabin,31364.1,14.223757909775033,15.377960011314551
Front to back,Aft cabin,33614.100000000006,14.599420048669309,26.01600780496827
Back to front,Start: crew + fuel + baggage,27314.1,14.58798442774886,25.69217245051945
Back to front,Aft cabin,29564.1,14.987388943278338,37.0025598579645
Back to front,Middle cabin,31814.1,14.935238320680929,35.52575195474332
Back to front,Forward cabin,33614.100000000006,14.599420048669309,26.01600780496827
