Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.031834399242573,39.99912703513769,15.923055412548884,-3.1542113851524194,3.448690446231237,14.652388326605884
VLM,16.031834399242573,39.99912703513769,15.880540663945197,-4.386990878311827,3.448690446231237,14.652388326605884
