Method,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Forward boundary: front-to-aft,0,Start: OEW + crew,16630.971221999996,15.74325952771741,31.631461800337586,5.213453849647682,3.9806743564882754
Forward boundary: front-to-aft,1,Window seats: zone 1,17170.971221999996,15.452573574055553,23.20258254329898,13.642333106686289,12.409553613526883
Forward boundary: front-to-aft,2,Window seats: zone 2,17710.971221999996,15.27657025436646,18.099099861012117,18.745815788973147,17.513036295813745
Forward boundary: front-to-aft,3,Window seats: zone 3,18250.971221999996,15.20507006287063,16.025843574007137,20.81907207597813,19.586292582818725
Forward boundary: front-to-aft,4,Window seats: zone 4,18790.971221999996,15.229063615983094,16.72157296713616,20.123342682849106,18.8905631896897
Forward boundary: front-to-aft,5,Window seats: zone 5,19330.971221999996,15.340548218728586,19.954237785381103,16.890677864604164,15.657898371444759
Forward boundary: front-to-aft,6,Window seats: zone 6,19780.971221999996,15.501144645765445,24.61097429278091,12.233941357204362,11.001161864044956
Forward boundary: front-to-aft,7,Aisle seats: zone 1,20320.971221999996,15.261952431199877,17.67523395032832,19.16968169965695,17.936902206497543
Forward boundary: front-to-aft,8,Aisle seats: zone 2,20860.971221999996,15.117459910656581,13.485454589261046,23.35946106072422,22.126681567564816
Forward boundary: front-to-aft,9,Aisle seats: zone 3,21400.971221999996,15.060498554131723,11.833773830638401,25.011141819346868,23.778362326187462
Forward boundary: front-to-aft,10,Aisle seats: zone 4,21940.971221999996,15.08460554444756,12.532792507196696,24.312123142788572,23.079343649629166
Forward boundary: front-to-aft,11,Aisle seats: zone 5,22480.971221999996,15.183939020032147,15.413116999443865,21.431798650541403,20.199019157381997
Forward boundary: front-to-aft,12,Aisle seats: zone 6,22930.971221999996,15.325547825413672,19.51927867412465,17.32563697586062,16.092857482701213
Forward boundary: front-to-aft,13,Load baggage/cargo,23980.971221999996,15.454294687028817,23.252488819321673,13.592426830663596,12.35964733750419
Forward boundary: front-to-aft,14,Fuel uplift / dispatch,33614.100000000006,15.619250513835748,28.035632722167367,8.809282927817904,7.576503434658497
Aft boundary: aft-to-front,0,Start: OEW + crew,16630.971221999996,15.74325952771741,31.631461800337586,5.213453849647682,3.9806743564882754
Aft boundary: aft-to-front,1,Window seats: zone 6,17080.971221999996,15.918632062077107,36.71665390713702,0.12826174284824202,-1.1045177503111645
Aft boundary: aft-to-front,2,Window seats: zone 5,17620.971221999996,16.01980348242723,39.65027239007982,-2.805356740094547,-4.038136233253954
Aft boundary: aft-to-front,3,Window seats: zone 4,18160.971221999996,16.020404007550912,39.66768552509574,-2.822769875110473,-4.0555493682698796
Aft boundary: aft-to-front,4,Window seats: zone 3,18700.971221999996,15.929145743805242,37.02151402410183,-0.17659837411656945,-1.4093778672759758
Aft boundary: aft-to-front,5,Window seats: zone 2,19240.971221999996,15.75376277260697,31.936019285369017,4.908896364616253,3.676116871456847
Aft boundary: aft-to-front,6,Window seats: zone 1,19780.971221999996,15.501144645765445,24.61097429278091,12.233941357204362,11.001161864044956
Aft boundary: aft-to-front,7,Aisle seats: zone 6,20230.971221999996,15.654596740345541,29.060550065746856,7.784365584238415,6.551586091079009
Aft boundary: aft-to-front,8,Aisle seats: zone 5,20770.971221999996,15.747289457485994,31.748315714349754,5.096599935635515,3.863820442476109
Aft boundary: aft-to-front,9,Aisle seats: zone 4,21310.971221999996,15.754706467781348,31.9633831554841,4.881532494501171,3.6487530013417646
Aft boundary: aft-to-front,10,Aisle seats: zone 3,21850.971221999996,15.68316999113137,29.88907472550732,6.955840924477946,5.7230614313185395
Aft boundary: aft-to-front,11,Aisle seats: zone 2,22390.971221999996,15.538392358974628,25.691028121615787,11.153887528369486,9.921108035210079
Aft boundary: aft-to-front,12,Aisle seats: zone 1,22930.971221999996,15.325547825413672,19.51927867412465,17.32563697586062,16.092857482701213
Aft boundary: aft-to-front,13,Load baggage/cargo,23980.971221999996,15.454294687028817,23.252488819321673,13.592426830663596,12.35964733750419
Aft boundary: aft-to-front,14,Fuel uplift / dispatch,33614.100000000006,15.619250513835748,28.035632722167367,8.809282927817904,7.576503434658497
