Phase,Beta,Fuel_mass_kg,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent,Mission_progress
Outbound - Start of leg,1.0,9752.739669999995,32286.7,15.877800288177898,23.93406930662717,7.830036217192916,5.694391997322056,0.0
Outbound - After Warm-up,0.99,9429.872669999993,31963.833,15.872223563726685,23.772363739306456,7.991741784513623,5.856097564642763,0.058823529411764705
Outbound - After Taxi,0.9801,9110.234339999995,31644.19467,15.866590508725459,23.60902478241683,8.155080741403248,6.019436521532388,0.11764705882352941
Outbound - After Takeoff,0.9751995,8952.013366649997,31485.973696650002,15.86375982782032,23.52694490458288,8.237160619237205,6.101516399366345,0.17647058823529413
Outbound - After Climb,0.95569551,8322.293892716996,30856.254222717,15.852206028207512,23.19192499505649,8.57218052876359,6.43653630889273,0.23529411764705882
Outbound - After Cruise,0.8904030708488126,6214.216497574354,28748.17682757436,15.809844552664464,21.96358988630989,9.800515637510193,7.664871417639333,0.29411764705882354
Outbound - After Loiter,0.8697769059282118,5548.265698632389,28082.226028632394,15.795140456122773,21.537222348517126,10.226883175302952,8.091238955432091,0.35294117647058826
Outbound - After Descent,0.8610791368689297,5267.443438346068,27801.403768346074,15.788728783873024,21.351306205862,10.412799317958083,8.277155098087222,0.4117647058823529
Outbound - After Landing,0.8541905037739782,5045.032208199296,27578.9925381993,15.783558080445806,21.201373832752985,10.562731691067098,8.427087471196238,0.47058823529411764
Return - Start of leg,0.8541905037739782,5045.032208199296,27578.9925381993,15.783558080445806,21.201373832752985,10.562731691067098,8.427087471196238,0.5294117647058824
Return - After Warm-up,0.8456485987362384,4769.242282817304,27303.20261281731,15.777029414502351,21.01206528084775,10.752040242972331,8.616396023101471,0.5882352941176471
Return - After Taxi,0.8371921127488761,4496.2102566891335,27030.17058668914,15.770434802438254,20.82084452134747,10.94326100247261,8.80761678260175,0.6470588235294118
Return - After Takeoff,0.8330061521851316,4361.059403755684,26895.01973375569,15.76712092702916,20.724753687427704,11.039351836392376,8.903707616521517,0.7058823529411765
Return - After Climb,0.816346029141429,3823.1590090805694,26357.119339080575,15.753594904951225,20.332546202041012,11.431559321779071,9.295915101908212,0.7647058823529411
Return - After Cruise,0.7605738476502445,2022.4593169291438,24556.41964692915,15.70400236633614,18.89453547338078,12.8695700504393,10.73392583056844,0.8235294117647058
Return - After Loiter,0.7429551734457912,1453.6104684922211,23987.570798492226,15.686788294677974,18.395387407569988,13.368718116250092,11.233073896379233,0.8823529411764706
Return - After Descent,0.7355256217113333,1213.734760507301,23747.695090507306,15.679282156151006,18.17773555844066,13.586369965379422,11.450725745508562,0.9411764705882353
Return - After Landing,0.7296414167376426,1023.7531997832411,23557.713529783246,15.673228818629257,18.00220987365895,13.761895650161133,11.626251430290274,1.0
