Step_No,Weight_kg,Forward_CG_percent_MAC,Aft_CG_percent_MAC
0,25986.699999999997,32.267850620568915,32.267850620568915
1,26526.699999999997,26.24984829337758,26.24984829337758
2,27966.699999999997,16.085835841763465,35.07711273018271
3,29406.699999999997,12.937689512918414,37.01942795372068
4,30846.699999999997,15.822855527982425,33.04101317062675
5,32286.699999999997,23.93406930662717,23.93406930662717
