Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.169255087641424,32.38524241153807,16.147833999136676,-0.6211368877179955,3.448690446231237,15.052388326605884
VLM,16.169255087641424,32.38524241153807,16.0741822409605,-2.7567811075888553,3.448690446231237,15.052388326605884
