Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.000386111687167,39.087236332109434,15.923055412548884,-2.2423206821241646,3.448690446231237,14.652388326605884
VLM,16.000386111687167,39.087236332109434,15.880540663945183,-3.4751001752839827,3.448690446231237,14.652388326605884
