Sequence,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Crew-Fuel-Payload,0,Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Crew-Fuel-Payload,1,Add Crew,16630.971221999996,15.923675037434174,25.264277104964314,6.499828418855768,4.3641841989849075
Crew-Fuel-Payload,2,Add Fuel,26264.1,16.1093464218621,30.648099959544627,1.116005564275452,-1.0196386555954078
Crew-Fuel-Payload,3,Add Payload,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Crew-Payload-Fuel,0,Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Crew-Payload-Fuel,1,Add Crew,16630.971221999996,15.923675037434174,25.264277104964314,6.499828418855768,4.3641841989849075
Crew-Payload-Fuel,2,Add Payload,23980.971221999996,15.6390864166497,17.01219924464272,14.751906279177362,12.616262059306502
Crew-Payload-Fuel,3,Add Fuel,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Fuel-Crew-Payload,0,Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Fuel-Crew-Payload,1,Add Fuel,25904.1,16.295694710815216,36.05155068550815,-4.287445161688066,-6.423089381558927
Fuel-Crew-Payload,2,Add Crew,26264.1,16.1093464218621,30.648099959544627,1.116005564275452,-1.0196386555954078
Fuel-Crew-Payload,3,Add Payload,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Fuel-Payload-Crew,0,Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Fuel-Payload-Crew,1,Add Fuel,25904.1,16.295694710815216,36.05155068550815,-4.287445161688066,-6.423089381558927
Fuel-Payload-Crew,2,Add Payload,33254.100000000006,16.008239746630583,27.716358859324778,4.047746664495305,1.9121024446244452
Fuel-Payload-Crew,3,Add Crew,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Payload-Crew-Fuel,0,Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Payload-Crew-Fuel,1,Add Payload,23620.971221999996,15.836279456098294,22.730109927640918,9.033995596179164,6.8983513763083035
Payload-Crew-Fuel,2,Add Crew,23980.971221999996,15.6390864166497,17.01219924464272,14.751906279177362,12.616262059306502
Payload-Crew-Fuel,3,Add Fuel,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Payload-Fuel-Crew,0,Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Payload-Fuel-Crew,1,Add Payload,23620.971221999996,15.836279456098294,22.730109927640918,9.033995596179164,6.8983513763083035
Payload-Fuel-Crew,2,Add Fuel,33254.100000000006,16.008239746630583,27.716358859324778,4.047746664495305,1.9121024446244452
Payload-Fuel-Crew,3,Add Crew,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
