Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.21624165491057,33.747689056191014,16.147833999136676,-1.9835835323709379,3.448690446231237,15.052388326605884
VLM,16.21624165491057,33.747689056191014,16.0741822409605,-4.119227752241797,3.448690446231237,15.052388326605884
