Source,Case,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Loading scenarios,Crew-Fuel-Payload - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Loading scenarios,Crew-Fuel-Payload - Add Crew,16630.971221999996,15.923675037434174,25.264277104964314,6.499828418855768,4.3641841989849075
Loading scenarios,Crew-Fuel-Payload - Add Fuel,26264.1,16.1093464218621,30.648099959544627,1.116005564275452,-1.0196386555954078
Loading scenarios,Crew-Fuel-Payload - Add Payload,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Loading scenarios,Crew-Payload-Fuel - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Loading scenarios,Crew-Payload-Fuel - Add Crew,16630.971221999996,15.923675037434174,25.264277104964314,6.499828418855768,4.3641841989849075
Loading scenarios,Crew-Payload-Fuel - Add Payload,23980.971221999996,15.6390864166497,17.01219924464272,14.751906279177362,12.616262059306502
Loading scenarios,Crew-Payload-Fuel - Add Fuel,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Loading scenarios,Fuel-Crew-Payload - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Loading scenarios,Fuel-Crew-Payload - Add Fuel,25904.1,16.295694710815216,36.05155068550815,-4.287445161688066,-6.423089381558927
Loading scenarios,Fuel-Crew-Payload - Add Crew,26264.1,16.1093464218621,30.648099959544627,1.116005564275452,-1.0196386555954078
Loading scenarios,Fuel-Crew-Payload - Add Payload,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Loading scenarios,Fuel-Payload-Crew - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Loading scenarios,Fuel-Payload-Crew - Add Fuel,25904.1,16.295694710815216,36.05155068550815,-4.287445161688066,-6.423089381558927
Loading scenarios,Fuel-Payload-Crew - Add Payload,33254.100000000006,16.008239746630583,27.716358859324778,4.047746664495305,1.9121024446244452
Loading scenarios,Fuel-Payload-Crew - Add Crew,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Loading scenarios,Payload-Crew-Fuel - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Loading scenarios,Payload-Crew-Fuel - Add Payload,23620.971221999996,15.836279456098294,22.730109927640918,9.033995596179164,6.8983513763083035
Loading scenarios,Payload-Crew-Fuel - Add Crew,23980.971221999996,15.6390864166497,17.01219924464272,14.751906279177362,12.616262059306502
Loading scenarios,Payload-Crew-Fuel - Add Fuel,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Loading scenarios,Payload-Fuel-Crew - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Loading scenarios,Payload-Fuel-Crew - Add Payload,23620.971221999996,15.836279456098294,22.730109927640918,9.033995596179164,6.8983513763083035
Loading scenarios,Payload-Fuel-Crew - Add Fuel,33254.100000000006,16.008239746630583,27.716358859324778,4.047746664495305,1.9121024446244452
Loading scenarios,Payload-Fuel-Crew - Add Crew,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Mission fuel burn,Outbound - Start of leg,33614.100000000006,15.865716629581874,23.583685333799753,8.180420190020328,6.044775970149469
Mission fuel burn,Outbound - After Warm-up,33277.959,15.860017847973126,23.418440534430303,8.345664989389777,6.210020769518917
Mission fuel burn,Outbound - After Taxi,32945.17941,15.85426150291379,23.251526595673457,8.512578928146624,6.376934708275765
Mission fuel burn,Outbound - After Takeoff,32780.45351295,15.851368867205577,23.16765024453926,8.596455279280821,6.460811059409961
Mission fuel burn,Outbound - After Climb,32124.844442691003,15.839562190845525,22.825297790930243,8.938807732889838,6.803163513018978
Mission fuel burn,Outbound - After Cruise,29930.097863819075,15.796273554324912,21.570078246134074,10.194027277686006,8.058383057815146
Mission fuel burn,Outbound - After Loiter,29236.7678935615,15.781247630831992,21.134378848719575,10.629726675100503,8.494082455229645
Mission fuel burn,Outbound - After Descent,28944.40021462589,15.77469562701365,20.944393579803883,10.819711944016197,8.684067724145336
Mission fuel burn,Outbound - After Landing,28712.845012908878,15.7694117529666,20.791179653258972,10.972925870561111,8.837281650690251
Mission fuel burn,Return - Start of leg,28712.845012908878,15.7694117529666,20.791179653258972,10.972925870561111,8.837281650690251
Mission fuel burn,Return - After Warm-up,28425.71656277979,15.762740194826382,20.5977277258032,11.166377798016885,9.030733578146025
Mission fuel burn,Return - After Taxi,28141.459397151997,15.756001247209998,20.402321738474058,11.361783785346027,9.226139565475167
Mission fuel burn,Return - After Takeoff,28000.752100166235,15.752614841372623,20.304127774992182,11.4599777488279,9.324333528957041
Mission fuel burn,Return - After Climb,27440.73705816291,15.738792776730268,19.90333608731086,11.860769436509225,9.725125216638366
Mission fuel burn,Return - After Cruise,25566.005372300086,15.688114811651808,18.433851775263033,13.33025374855705,11.19460952868619
Mission fuel burn,Return - After Loiter,24973.769495724173,15.67052397749182,17.923778910381497,13.840326613438586,11.704682393567726
Mission fuel burn,Return - After Descent,24724.031800766927,15.662853552932672,17.701363339058467,14.062742184761614,11.927097964890754
Mission fuel burn,Return - After Landing,24526.23954636079,15.65666772667529,17.52199594283006,14.242109580990023,12.106465361119163
Zone boarding / loading,Pre-boarding loading line - Empty weight,16270.971221999996,16.21624165491057,33.747689056191014,-1.9835835323709379,-4.119227752241798
Zone boarding / loading,Pre-boarding loading line - Add crew,16630.971221999996,15.923675037434174,25.264277104964314,6.499828418855768,4.3641841989849075
Zone boarding / loading,Pre-boarding loading line - Add fuel,26264.1,16.1093464218621,30.648099959544627,1.116005564275452,-1.0196386555954078
Zone boarding / loading,Pre-boarding loading line - Add baggage,27314.100000000002,16.192251817135773,33.052067394901826,-1.2879618710817402,-3.4236060909526
Zone boarding / loading,Front-biased zone boarding - A: OEW + crew + fuel + baggage,27314.100000000002,16.192251817135773,33.052067394901826,-1.2879618710817402,-3.4236060909526
Zone boarding / loading,Front-biased zone boarding - Board zone 1,27854.100000000002,15.994075750371696,27.30565234681753,4.45845317700255,2.3228089571316906
Zone boarding / loading,Front-biased zone boarding - Board zone 2,29294.100000000002,15.657643872261932,17.5503007617711,14.213804762048978,12.07816054217812
Zone boarding / loading,Front-biased zone boarding - Board zone 3,30734.100000000002,15.551396831481261,14.469506981141157,17.294598542678923,15.158954322808064
Zone boarding / loading,Front-biased zone boarding - Board zone 4,32174.100000000002,15.64442782730296,17.167081532181676,14.597023991638407,12.461379771767547
Zone boarding / loading,Front-biased zone boarding - Board zone 5,33614.100000000006,15.91112614523156,24.900402979458843,6.86370254436124,4.728058324490379
Zone boarding / loading,Aft-biased zone boarding - A: OEW + crew + fuel + baggage,27314.100000000002,16.192251817135773,33.052067394901826,-1.2879618710817402,-3.4236060909526
Zone boarding / loading,Aft-biased zone boarding - Board zone 1,27854.100000000002,15.994075750371696,27.30565234681753,4.45845317700255,2.3228089571316906
Zone boarding / loading,Aft-biased zone boarding - Board zone 5,29294.100000000002,16.282916538088838,35.68102822413902,-3.9169227003189357,-6.052566920189795
Zone boarding / loading,Aft-biased zone boarding - Board zone 4,30734.100000000002,16.346032106306293,37.51115966682703,-5.74705414300694,-7.8826983628778
Zone boarding / loading,Aft-biased zone boarding - Board zone 3,32174.100000000002,16.213730465138987,33.67487330740945,-1.9107677835893688,-4.046412003460229
Zone boarding / loading,Aft-biased zone boarding - Board zone 2,33614.100000000006,15.91112614523156,24.900402979458843,6.86370254436124,4.728058324490379
Zone boarding / loading,Recommended balanced zone boarding - A: OEW + crew + fuel + baggage,27314.100000000002,16.192251817135773,33.052067394901826,-1.2879618710817402,-3.4236060909526
Zone boarding / loading,Recommended balanced zone boarding - Board zone 1,27854.100000000002,15.994075750371696,27.30565234681753,4.45845317700255,2.3228089571316906
Zone boarding / loading,Recommended balanced zone boarding - Board zone 3,29294.100000000002,15.866068094204234,23.59387658256041,8.170228941259674,6.034584721388814
Zone boarding / loading,Recommended balanced zone boarding - Board zone 4,30734.100000000002,15.948714468893776,25.99033332398406,5.773772199836017,3.638127979965158
Zone boarding / loading,Recommended balanced zone boarding - Board zone 2,32174.100000000002,15.64442782730296,17.167081532181676,14.597023991638407,12.461379771767547
Zone boarding / loading,Recommended balanced zone boarding - Board zone 5,33614.100000000006,15.91112614523156,24.900402979458843,6.86370254436124,4.728058324490379
