Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.25400868603988,31.943336914809645,16.136373849385553,-3.26157922893891,3.6066834008076163,15.10191365586939
VLM,16.25400868603988,31.943336914809645,16.12338027709112,-3.621842962970135,3.6066834008076163,15.10191365586939
