Method,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Front-biased zone boarding,0,A: OEW + crew + fuel + baggage,25986.699999999997,16.1408334235948,28.805405195609115,-0.12364750973838028,-0.4839112437696048
Front-biased zone boarding,1,Board zone 1,26526.699999999997,15.933787313496623,23.064781828118257,5.616975857752477,5.256712123721253
Front-biased zone boarding,2,Board zone 2,27966.699999999997,15.584491410460686,13.380097473574626,15.301660212296106,14.941396478264881
Front-biased zone boarding,3,Board zone 4,29406.699999999997,15.684656759477631,16.157312379504997,12.524445306365733,12.164181572334508
Front-biased zone boarding,4,Board zone 3,30846.699999999997,15.577536525104172,13.187264208671019,15.494493477199713,15.134229743168488
Front-biased zone boarding,5,Board zone 5,32286.699999999997,15.858182964779024,20.968552680290376,7.713205005580355,7.352941271549131
