Method,Order,Min_CG_percent_MAC,Max_CG_percent_MAC,Min_SM_DATCOM_percent,Min_SM_VLM_percent
Front-biased,"[1, 2, 4, 3, 5]",13.169304143666965,28.78408626180208,-0.10232857593135235,-0.4012639059395964
Aft-biased,"[1, 5, 3, 4, 2]",20.951393641517075,31.51964037015094,-2.8378826842802054,-3.1368180142884494
Recommended balanced,"[1, 3, 4, 2, 5]",13.169304143666965,28.78408626180208,-0.10232857593135235,-0.4012639059395964
