Label,Step_No,Step,Weight_kg,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
A,0,A: OEW + crew + fuel + baggage,25986.699999999997,28.78408626180208,-0.10232857593135235,-0.4012639059395964
B,1,Board zone 1,26526.699999999997,23.043896880606475,5.637860805264255,5.338925475256011
C,2,Board zone 3,27966.699999999997,19.413405382043862,9.26835230382687,8.969416973818626
D,3,Board zone 4,29406.699999999997,21.895178657726863,6.786579028143871,6.487643698135627
E,4,Board zone 2,30846.699999999997,13.169304143666965,15.512453542203767,15.213518212195524
F,5,Board zone 5,32286.699999999997,20.951393641517075,7.7303640443536565,7.4314287143454125
