Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.252660777605332,31.90596439593959,16.136373849385553,-3.2242067100688603,3.6066834008076163,15.10191365586939
VLM,16.252660777605332,31.90596439593959,16.125592198458996,-3.5231420400771043,3.6066834008076163,15.10191365586939
