Step_No,Weight_kg,Forward_CG_percent_MAC,Aft_CG_percent_MAC
0,25986.699999999997,28.78408626180208,28.78408626180208
1,26526.699999999997,23.043896880606475,23.043896880606475
2,27966.699999999997,13.360287887990347,31.51964037015094
3,29406.699999999997,16.13847283827256,27.65188447718111
4,30846.699999999997,13.169304143666965,29.633209944379598
5,32286.699999999997,20.951393641517075,20.951393641517075
