Sequence,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Crew-Fuel-Payload,0,Empty weight,14823.96033,16.252660777605332,31.90596439593959,-3.2242067100688603,-3.5231420400771043
Crew-Fuel-Payload,1,Add Crew,15183.96033,15.931349487671401,22.997189928461186,5.684567757409545,5.385632427401301
Crew-Fuel-Payload,2,Add Fuel,24936.7,16.171057701611222,29.6434127126996,-0.9616550268288716,-1.2605903568371157
Crew-Fuel-Payload,3,Add Payload,32286.7,15.857564092575847,20.951393641517026,7.730364044353706,7.431428714345462
Crew-Payload-Fuel,0,Empty weight,14823.96033,16.252660777605332,31.90596439593959,-3.2242067100688603,-3.5231420400771043
Crew-Payload-Fuel,1,Add Crew,15183.96033,15.931349487671401,22.997189928461186,5.684567757409545,5.385632427401301
Crew-Payload-Fuel,2,Add Payload,22533.960330000005,15.560361937682009,12.711076378646421,15.97068130722431,15.671745977216068
Crew-Payload-Fuel,3,Add Fuel,32286.7,15.857564092575847,20.951393641517026,7.730364044353706,7.431428714345462
Fuel-Crew-Payload,0,Empty weight,14823.96033,16.252660777605332,31.90596439593959,-3.2242067100688603,-3.5231420400771043
Fuel-Crew-Payload,1,Add Fuel,24576.7,16.36837470399885,35.11428388324493,-6.432526197374204,-6.731461527382448
Fuel-Crew-Payload,2,Add Crew,24936.7,16.171057701611222,29.6434127126996,-0.9616550268288716,-1.2605903568371157
Fuel-Crew-Payload,3,Add Payload,32286.7,15.857564092575847,20.951393641517026,7.730364044353706,7.431428714345462
Fuel-Payload-Crew,0,Empty weight,14823.96033,16.252660777605332,31.90596439593959,-3.2242067100688603,-3.5231420400771043
Fuel-Payload-Crew,1,Add Fuel,24576.7,16.36837470399885,35.11428388324493,-6.432526197374204,-6.731461527382448
Fuel-Payload-Crew,2,Add Payload,31926.7,16.005920893414245,25.06477938547164,3.616978300399091,3.318042970390847
Fuel-Payload-Crew,3,Add Crew,32286.7,15.857564092575847,20.951393641517026,7.730364044353706,7.431428714345462
Payload-Crew-Fuel,0,Empty weight,14823.96033,16.252660777605332,31.90596439593959,-3.2242067100688603,-3.5231420400771043
Payload-Crew-Fuel,1,Add Payload,22173.960330000005,15.769145133316306,18.499862707591888,10.181894978278844,9.882959648270601
Payload-Crew-Fuel,2,Add Crew,22533.960330000005,15.560361937682009,12.711076378646421,15.97068130722431,15.671745977216068
Payload-Crew-Fuel,3,Add Fuel,32286.7,15.857564092575847,20.951393641517026,7.730364044353706,7.431428714345462
Payload-Fuel-Crew,0,Empty weight,14823.96033,16.252660777605332,31.90596439593959,-3.2242067100688603,-3.5231420400771043
Payload-Fuel-Crew,1,Add Payload,22173.960330000005,15.769145133316306,18.499862707591888,10.181894978278844,9.882959648270601
Payload-Fuel-Crew,2,Add Fuel,31926.7,16.005920893414245,25.06477938547164,3.616978300399091,3.318042970390847
Payload-Fuel-Crew,3,Add Crew,32286.7,15.857564092575847,20.951393641517026,7.730364044353706,7.431428714345462
