Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,14.310538841060715,17.83543336040466,14.818909769803511,14.396112029783259,3.531307117442942,13.680714913377953
VLM,14.310538841060715,17.83543336040466,14.707436985040061,11.239411662012118,3.531307117442942,13.680714913377953
