Sequence,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Crew-Fuel-Payload,0,Empty weight,16270.971221999996,14.291258234357837,18.525000075031862,14.305658421265731,14.254679041252437
Crew-Fuel-Payload,1,Add Crew,16630.971221999996,14.040717667078342,11.260197066884563,21.570461429413033,21.519482049399738
Crew-Fuel-Payload,2,Add Fuel,26264.1,14.403527828122328,21.780426896165682,11.050231600131912,10.999252220118619
Crew-Fuel-Payload,3,Add Payload,33614.1,14.486283887731267,24.180064117864564,8.650594378433029,8.599614998419735
Crew-Payload-Fuel,0,Empty weight,16270.971221999996,14.291258234357837,18.525000075031862,14.305658421265731,14.254679041252437
Crew-Payload-Fuel,1,Add Crew,16630.971221999996,14.040717667078342,11.260197066884563,21.570461429413033,21.519482049399738
Crew-Payload-Fuel,2,Add Payload,23980.971221999996,14.26791551893081,17.848142705808232,14.98251579048936,14.931536410476067
Crew-Payload-Fuel,3,Add Fuel,33614.1,14.486283887731267,24.180064117864564,8.650594378433029,8.599614998419735
Fuel-Crew-Payload,0,Empty weight,16270.971221999996,14.291258234357837,18.525000075031862,14.305658421265731,14.254679041252437
Fuel-Crew-Payload,1,Add Fuel,25904.1,14.565940342671146,26.489823610106868,6.3408348861907236,6.28985550617743
Fuel-Crew-Payload,2,Add Crew,26264.1,14.403527828122328,21.780426896165682,11.050231600131912,10.999252220118619
Fuel-Crew-Payload,3,Add Payload,33614.1,14.486283887731267,24.180064117864564,8.650594378433029,8.599614998419735
Fuel-Payload-Crew,0,Empty weight,16270.971221999996,14.291258234357837,18.525000075031862,14.305658421265731,14.254679041252437
Fuel-Payload-Crew,1,Add Fuel,25904.1,14.565940342671146,26.489823610106868,6.3408348861907236,6.28985550617743
Fuel-Payload-Crew,2,Add Payload,33254.1,14.613695009956293,27.87454247744778,4.956116018849812,4.905136638836518
Fuel-Payload-Crew,3,Add Crew,33614.1,14.486283887731267,24.180064117864564,8.650594378433029,8.599614998419735
Payload-Crew-Fuel,0,Empty weight,16270.971221999996,14.291258234357837,18.525000075031862,14.305658421265731,14.254679041252437
Payload-Crew-Fuel,1,Add Payload,23620.971221999996,14.443959490524243,22.952804151598933,9.87785434469866,9.826874964685366
Payload-Crew-Fuel,2,Add Crew,23980.971221999996,14.26791551893081,17.848142705808232,14.98251579048936,14.931536410476067
Payload-Crew-Fuel,3,Add Fuel,33614.1,14.486283887731267,24.180064117864564,8.650594378433029,8.599614998419735
Payload-Fuel-Crew,0,Empty weight,16270.971221999996,14.291258234357837,18.525000075031862,14.305658421265731,14.254679041252437
Payload-Fuel-Crew,1,Add Payload,23620.971221999996,14.443959490524243,22.952804151598933,9.87785434469866,9.826874964685366
Payload-Fuel-Crew,2,Add Fuel,33254.1,14.613695009956293,27.87454247744778,4.956116018849812,4.905136638836518
Payload-Fuel-Crew,3,Add Crew,33614.1,14.486283887731267,24.180064117864564,8.650594378433029,8.599614998419735
