Group,Weight_kg,Moment_kg_m,Weight_lb,Moment_ft_lb,Loc_m,Loc_ft
Structures,8942.903932214982,134678.00396890024,19715.728313992466,974127.8681570011,15.059761906169012,49.40866767096055
Propulsion,3065.4,36408.29850625563,6758.05018501899,263341.7273938244,11.877177042557458,38.967116281200624
Equipment,4262.667289785015,61446.34898225099,9397.572736480073,444442.29329336743,14.415,47.293307086425
Useful load,17343.128778000002,254410.7437731808,38235.05403763655,1.840156433601689e6,14.669252995221042,48.127470456569434
