Source,Case,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Loading scenarios,Crew-Fuel-Payload - Empty weight,16270.971221999996,16.000386111687167,39.087236332109434,-2.2423206821241646,-3.475100175283983
Loading scenarios,Crew-Fuel-Payload - Add Crew,16630.971221999996,15.712491981134303,30.73931021228393,6.10560543770134,4.872825944541521
Loading scenarios,Crew-Fuel-Payload - Add Fuel,26264.1,15.828909215062811,34.11500413853152,2.7299115114537496,1.4971320182939312
Loading scenarios,Crew-Fuel-Payload - Add Payload,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Loading scenarios,Crew-Payload-Fuel - Empty weight,16270.971221999996,16.000386111687167,39.087236332109434,-2.2423206821241646,-3.475100175283983
Loading scenarios,Crew-Payload-Fuel - Add Crew,16630.971221999996,15.712491981134303,30.73931021228393,6.10560543770134,4.872825944541521
Loading scenarios,Crew-Payload-Fuel - Add Payload,23980.971221999996,15.492629490473371,24.36406447513175,12.48085117485352,11.248071681693702
Loading scenarios,Crew-Payload-Fuel - Add Fuel,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Loading scenarios,Fuel-Crew-Payload - Empty weight,16270.971221999996,16.000386111687167,39.087236332109434,-2.2423206821241646,-3.475100175283983
Loading scenarios,Fuel-Crew-Payload - Add Fuel,25904.1,16.011360152073653,39.405445245248586,-2.5605295952633167,-3.7933090884231353
Loading scenarios,Fuel-Crew-Payload - Add Crew,26264.1,15.828909215062811,34.11500413853152,2.7299115114537496,1.4971320182939312
Loading scenarios,Fuel-Crew-Payload - Add Payload,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Loading scenarios,Fuel-Payload-Crew - Empty weight,16270.971221999996,16.000386111687167,39.087236332109434,-2.2423206821241646,-3.475100175283983
Loading scenarios,Fuel-Payload-Crew - Add Fuel,25904.1,16.011360152073653,39.405445245248586,-2.5605295952633167,-3.7933090884231353
Loading scenarios,Fuel-Payload-Crew - Add Payload,33254.100000000006,15.786750341020534,32.892543766991096,3.95237188299417,2.7195923898343515
Loading scenarios,Fuel-Payload-Crew - Add Crew,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Loading scenarios,Payload-Crew-Fuel - Empty weight,16270.971221999996,16.000386111687167,39.087236332109434,-2.2423206821241646,-3.475100175283983
Loading scenarios,Payload-Crew-Fuel - Add Payload,23620.971221999996,15.687590424691065,30.017251888074206,6.82766376191106,5.594884268751242
Loading scenarios,Payload-Crew-Fuel - Add Crew,23980.971221999996,15.492629490473371,24.36406447513175,12.48085117485352,11.248071681693702
Loading scenarios,Payload-Crew-Fuel - Add Fuel,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Loading scenarios,Payload-Fuel-Crew - Empty weight,16270.971221999996,16.000386111687167,39.087236332109434,-2.2423206821241646,-3.475100175283983
Loading scenarios,Payload-Fuel-Crew - Add Payload,23620.971221999996,15.687590424691065,30.017251888074206,6.82766376191106,5.594884268751242
Loading scenarios,Payload-Fuel-Crew - Add Fuel,33254.100000000006,15.786750341020534,32.892543766991096,3.95237188299417,2.7195923898343515
Loading scenarios,Payload-Fuel-Crew - Add Crew,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Mission fuel burn,Outbound - Start of leg,33614.100000000006,15.64659932930916,28.828653026535314,8.016262623449952,6.783483130290135
Mission fuel burn,Outbound - After Warm-up,33277.959,15.642727645677454,28.716387698809626,8.128527951175643,6.8957484580158255
Mission fuel burn,Outbound - After Taxi,32945.17941,15.638816854130281,28.60298837787475,8.241927272110518,7.0091477789507
Mission fuel burn,Outbound - After Takeoff,32780.45351295,15.636851632247277,28.546003794490286,8.29891185549498,7.066132362335162
Mission fuel burn,Outbound - After Climb,32124.844442691003,15.628830318439098,28.313413658227272,8.531501991757997,7.298722498598178
Mission fuel burn,Outbound - After Cruise,29930.097863819075,15.59942053982986,27.460632607919383,9.384283042065888,8.151503548906069
Mission fuel burn,Outbound - After Loiter,29236.7678935615,15.589212108268017,27.16462368160364,9.680291968381631,8.447512475221812
Mission fuel burn,Outbound - After Descent,28944.40021462589,15.584760755736905,27.03554997665642,9.809365673328848,8.57658618016903
Mission fuel burn,Outbound - After Landing,28712.845012908878,15.581170955308592,26.931458279118395,9.91345737086687,8.680677877707053
