Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,14.459243834638652,22.04648010973457,14.916708475567543,12.954541355784013,3.531307117442942,13.680714913377953
VLM,14.459243834638652,22.04648010973457,14.815948454901422,10.101206391843466,3.531307117442942,13.680714913377953
