Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.067033792153925,41.01978671625862,15.923055412548884,-4.174871066273354,3.448690446231237,14.652388326605884
VLM,16.067033792153925,41.01978671625862,15.880540663945176,-5.407650559433379,3.448690446231237,14.652388326605884
