Sequence,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Crew-Fuel-Payload,0,Empty weight,16270.971221999996,16.067033792153925,41.01978671625862,-4.174871066273354,-5.407650559433379
Crew-Fuel-Payload,1,Add Crew,16630.971221999996,15.777696981877325,32.63002791396338,4.214887736021883,2.982108242861858
Crew-Fuel-Payload,2,Add Fuel,26264.1,15.870198369874421,35.312245684427026,1.5326699655582385,0.29989047239821404
Crew-Fuel-Payload,3,Add Payload,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236
Crew-Payload-Fuel,0,Empty weight,16270.971221999996,16.067033792153925,41.01978671625862,-4.174871066273354,-5.407650559433379
Crew-Payload-Fuel,1,Add Crew,16630.971221999996,15.777696981877325,32.63002791396338,4.214887736021883,2.982108242861858
Crew-Payload-Fuel,2,Add Payload,23980.971221999996,15.537849614414506,25.675290421506617,11.169625228478653,9.936845735318629
Crew-Payload-Fuel,3,Add Fuel,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236
Fuel-Crew-Payload,0,Empty weight,16270.971221999996,16.067033792153925,41.01978671625862,-4.174871066273354,-5.407650559433379
Fuel-Crew-Payload,1,Add Fuel,25904.1,16.053223119360208,40.61932535247315,-3.7744097024878775,-5.007189195647902
Fuel-Crew-Payload,2,Add Crew,26264.1,15.870198369874421,35.312245684427026,1.5326699655582385,0.29989047239821404
Fuel-Crew-Payload,3,Add Payload,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236
Fuel-Payload-Crew,0,Empty weight,16270.971221999996,16.067033792153925,41.01978671625862,-4.174871066273354,-5.407650559433379
Fuel-Payload-Crew,1,Add Fuel,25904.1,16.053223119360208,40.61932535247315,-3.7744097024878775,-5.007189195647902
Fuel-Payload-Crew,2,Add Payload,33254.100000000006,15.819360530166762,33.83812556549274,3.006790084492529,1.7740105913325046
Fuel-Payload-Crew,3,Add Crew,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236
Payload-Crew-Fuel,0,Empty weight,16270.971221999996,16.067033792153925,41.01978671625862,-4.174871066273354,-5.407650559433379
Payload-Crew-Fuel,1,Add Payload,23620.971221999996,15.733499734714593,31.348461828174774,5.4964538218104995,4.263674328650475
Payload-Crew-Fuel,2,Add Crew,23980.971221999996,15.537849614414506,25.675290421506617,11.169625228478653,9.936845735318629
Payload-Crew-Fuel,3,Add Fuel,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236
Payload-Fuel-Crew,0,Empty weight,16270.971221999996,16.067033792153925,41.01978671625862,-4.174871066273354,-5.407650559433379
Payload-Fuel-Crew,1,Add Payload,23620.971221999996,15.733499734714593,31.348461828174774,5.4964538218104995,4.263674328650475
Payload-Fuel-Crew,2,Add Fuel,33254.100000000006,15.819360530166762,33.83812556549274,3.006790084492529,1.7740105913325046
Payload-Fuel-Crew,3,Add Crew,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236
