Method,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Forward boundary: front-to-aft,0,Start: OEW + crew,16630.971221999996,15.777696981877325,32.63002791396338,4.214887736021883,2.982108242861858
Forward boundary: front-to-aft,1,Window seats: zone 1,17170.971221999996,15.485928024522435,24.169745325430746,12.67517032455452,11.442390831394494
Forward boundary: front-to-aft,2,Window seats: zone 2,17710.971221999996,15.308907741786745,19.036774260163373,17.808141389821895,16.57536189666187
Forward boundary: front-to-aft,3,Window seats: zone 3,18250.971221999996,15.236450765964507,16.93577456326626,19.90914108671901,18.676361593558983
Forward boundary: front-to-aft,4,Window seats: zone 4,18790.971221999996,15.259542525366017,17.605355082641218,19.239560567344054,18.006781074184026
Forward boundary: front-to-aft,5,Window seats: zone 5,19330.971221999993,15.370175716618636,20.813331935812258,16.031583714173014,14.798804221012988
Forward boundary: front-to-aft,6,Window seats: zone 6,19780.971221999993,15.530098143683455,25.450524793744282,11.394390856240989,10.161611363080963
Forward boundary: front-to-aft,7,Aisle seats: zone 1,20320.971221999996,15.290136532384583,18.492474628322665,18.352441021662603,17.11966152850258
Forward boundary: front-to-aft,8,Aisle seats: zone 2,20860.971221999996,15.144914447791862,14.281540453252793,22.563375196732476,21.330595703572452
Forward boundary: front-to-aft,9,Aisle seats: zone 3,21400.971221999996,15.087260344666896,12.609772458303558,24.23514319168171,23.002363698521687
Forward boundary: front-to-aft,10,Aisle seats: zone 4,21940.971221999996,15.11070868743506,13.289692652178564,23.555222997806705,22.32244350464668
Forward boundary: front-to-aft,11,Aisle seats: zone 5,22480.971221999996,15.209415157314504,16.151836164864985,20.693079485120286,19.460299991960262
Forward boundary: front-to-aft,12,Aisle seats: zone 6,22930.971221999996,15.350524016066382,20.24350113021677,16.6014145197685,15.368635026608475
Forward boundary: front-to-aft,13,Load baggage/cargo,23980.971221999996,15.478177302281992,23.94500140128664,12.89991424869863,11.667134755538607
Forward boundary: front-to-aft,14,Fuel uplift / dispatch,33614.100000000006,15.636288849209668,28.529685048392807,8.315230601592459,7.082451108432435
Aft boundary: aft-to-front,0,Start: OEW + crew,16630.971221999996,15.777696981877325,32.63002791396338,4.214887736021883,2.982108242861858
Aft boundary: aft-to-front,1,Window seats: zone 6,17080.971221999996,15.952162257851615,37.68891269050074,-0.8439970405154714,-2.076776533675496
Aft boundary: aft-to-front,2,Window seats: zone 5,17620.971221999996,16.052306135196865,40.59273600855726,-3.7478203585719845,-4.980599851732009
Aft boundary: aft-to-front,3,Window seats: zone 4,18160.971221999996,16.05194022343339,40.58212584307041,-3.737210193085144,-4.969989686245168
Aft boundary: aft-to-front,4,Window seats: zone 3,18700.971221999996,15.95977133550813,37.90954941551704,-1.0646337655317686,-2.297413258691793
Aft boundary: aft-to-front,5,Window seats: zone 2,19240.971221999996,15.783528853668281,32.79913186463341,4.0457837853518654,2.8130042921918412
Aft boundary: aft-to-front,6,Window seats: zone 1,19780.971221999993,15.530098143683455,25.450524793744282,11.394390856240989,10.161611363080963
Aft boundary: aft-to-front,7,Aisle seats: zone 6,20230.971221999993,15.682906222021325,29.88142634087676,6.963489309108511,5.730709815948487
Aft boundary: aft-to-front,8,Aisle seats: zone 5,20770.971221999996,15.774862954313424,32.547850994692524,4.297064655292745,3.0642851621327205
Aft boundary: aft-to-front,9,Aisle seats: zone 4,21310.971221999996,15.781581278090377,32.74265896257769,4.102256687407576,2.8694771942475517
Aft boundary: aft-to-front,10,Aisle seats: zone 3,21850.971221999996,15.709380648006697,30.649092398417622,6.1958232515676475,4.963043758407623
Aft boundary: aft-to-front,11,Aisle seats: zone 2,22390.971221999996,15.56397089701186,26.43271655193531,10.412199098049959,9.179419604889933
Aft boundary: aft-to-front,12,Aisle seats: zone 1,22930.971221999996,15.350524016066382,20.24350113021677,16.6014145197685,15.368635026608475
Aft boundary: aft-to-front,13,Load baggage/cargo,23980.971221999996,15.478177302281992,23.94500140128664,12.89991424869863,11.667134755538607
Aft boundary: aft-to-front,14,Fuel uplift / dispatch,33614.100000000006,15.636288849209668,28.529685048392807,8.315230601592459,7.082451108432435
