Phase,Beta,Fuel_mass_kg,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent,Mission_progress
Outbound - Start of leg,1.0,9633.128778000002,33614.100000000006,15.678860270131242,29.76410784119801,7.0808078087872595,5.848028315627236,0.0
Outbound - After Warm-up,0.99,9296.987777999999,33277.959,15.675314454588648,29.66129155200426,7.183624097981007,5.950844604820983,0.058823529411764705
Outbound - After Taxi,0.9801,8964.208188,32945.17941,15.671732822727447,29.557436714434992,7.287478935550276,6.054699442390251,0.11764705882352941
Outbound - After Takeoff,0.9751995,8799.482290950004,32780.45351295,15.669933007721816,29.505248353847342,7.339667296137928,6.106887802977903,0.17647058823529413
Outbound - After Climb,0.95569551,8143.873220691003,32124.844442691003,15.662586824025365,29.292234637163087,7.552681012822181,6.319901519662157,0.23529411764705882
Outbound - After Cruise,0.8904030708488126,5949.126641819075,29930.097863819075,15.635652378957875,28.51122962997482,8.333686020010447,7.100906526850423,0.29411764705882354
Outbound - After Loiter,0.8697769059282118,5255.796671561504,29236.7678935615,15.626303160700198,28.240134894061544,8.604780755923727,7.372001262763702,0.35294117647058826
Outbound - After Descent,0.8610791368689297,4963.42899262589,28944.40021462589,15.62222646526436,28.12192493873507,8.722990711250198,7.490211218090174,0.4117647058823529
Outbound - After Landing,0.8541905037739782,4731.873790908881,28712.845012908878,15.618938807654818,28.026594329600957,8.81832132038431,7.5855418272242865,0.47058823529411764
Return - Start of leg,0.8541905037739782,4731.873790908881,28712.845012908878,15.618938807654818,28.026594329600957,8.81832132038431,7.5855418272242865,0.5294117647058824
Return - After Warm-up,0.8456485987362384,4444.745340779795,28425.71656277979,15.614787724814484,27.906227398875984,8.938688251109285,7.705908757949261,0.5882352941176471
Return - After Taxi,0.8371921127488761,4160.488175151997,28141.459397151997,15.610594711844444,27.784644640567766,9.060271009417507,7.827491516257481,0.6470588235294118
Return - After Takeoff,0.8330061521851316,4019.780878166235,28000.752100166235,15.60848767015096,27.723547777096424,9.121367872888843,7.888588379728819,0.7058823529411765
Return - After Climb,0.816346029141429,3459.765836162911,27440.73705816291,15.599887499973471,27.474172824151964,9.370742825833307,8.137963332673284,0.7647058823529411
Return - After Cruise,0.7605738476502445,1585.0341503000855,25566.005372300086,15.568355371076594,26.55985101451155,10.285064635473722,9.052285142313698,0.8235294117647058
Return - After Loiter,0.7429551734457912,992.7982737241728,24973.769495724173,15.557410250267628,26.242480668300075,10.60243498168519,9.369655488525167,0.8823529411764706
Return - After Descent,0.7355256217113333,743.0605787669301,24724.031800766927,15.55263766684763,26.104092387461098,10.740823262524174,9.508043769364148,0.9411764705882353
Return - After Landing,0.7296414167376426,545.2683243607935,24526.23954636079,15.548788809250851,25.992488935171398,10.85242671481387,9.619647221653846,1.0
