Sequence,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Crew-Fuel-Payload,0,Empty weight,16270.971221999996,16.084490569742353,41.52597240791748,-4.681056757932209,-5.913836251092234
Crew-Fuel-Payload,1,Add Crew,16630.971221999996,15.794775883763368,33.12525652761605,3.7196591223692166,2.4868796292091924
Crew-Fuel-Payload,2,Add Fuel,26264.1,15.881013083714613,35.625834683173224,1.219080966812045,-0.013698526347979502
Crew-Fuel-Payload,3,Add Payload,33614.100000000006,15.687310257659398,30.009128020883608,6.835787629101661,5.603008135941637
Crew-Payload-Fuel,0,Empty weight,16270.971221999996,16.084490569742353,41.52597240791748,-4.681056757932209,-5.913836251092234
Crew-Payload-Fuel,1,Add Crew,16630.971221999996,15.794775883763368,33.12525652761605,3.7196591223692166,2.4868796292091924
Crew-Payload-Fuel,2,Add Payload,23980.971221999996,15.549693952291433,26.01873492780813,10.826180722177138,9.593401229017113
Crew-Payload-Fuel,3,Add Fuel,33614.100000000006,15.687310257659398,30.009128020883608,6.835787629101661,5.603008135941637
Fuel-Crew-Payload,0,Empty weight,16270.971221999996,16.084490569742353,41.52597240791748,-4.681056757932209,-5.913836251092234
Fuel-Crew-Payload,1,Add Fuel,25904.1,16.06418812975509,40.93727242733649,-4.092356777351219,-5.325136270511243
Fuel-Crew-Payload,2,Add Crew,26264.1,15.881013083714613,35.625834683173224,1.219080966812045,-0.013698526347979502
Fuel-Crew-Payload,3,Add Payload,33614.100000000006,15.687310257659398,30.009128020883608,6.835787629101661,5.603008135941637
Fuel-Payload-Crew,0,Empty weight,16270.971221999996,16.084490569742353,41.52597240791748,-4.681056757932209,-5.913836251092234
Fuel-Payload-Crew,1,Add Fuel,25904.1,16.06418812975509,40.93727242733649,-4.092356777351219,-5.325136270511243
Fuel-Payload-Crew,2,Add Payload,33254.100000000006,15.827901995001781,34.085798268166116,2.759117381819151,1.5263378886591263
Fuel-Payload-Crew,3,Add Crew,33614.100000000006,15.687310257659398,30.009128020883608,6.835787629101661,5.603008135941637
Payload-Crew-Fuel,0,Empty weight,16270.971221999996,16.084490569742353,41.52597240791748,-4.681056757932209,-5.913836251092234
Payload-Crew-Fuel,1,Add Payload,23620.971221999996,15.745524588523553,31.697140667184538,5.147774982800733,3.914995489640709
Payload-Crew-Fuel,2,Add Crew,23980.971221999996,15.549693952291433,26.01873492780813,10.826180722177138,9.593401229017113
Payload-Crew-Fuel,3,Add Fuel,33614.100000000006,15.687310257659398,30.009128020883608,6.835787629101661,5.603008135941637
Payload-Fuel-Crew,0,Empty weight,16270.971221999996,16.084490569742353,41.52597240791748,-4.681056757932209,-5.913836251092234
Payload-Fuel-Crew,1,Add Payload,23620.971221999996,15.745524588523553,31.697140667184538,5.147774982800733,3.914995489640709
Payload-Fuel-Crew,2,Add Fuel,33254.100000000006,15.827901995001781,34.085798268166116,2.759117381819151,1.5263378886591263
Payload-Fuel-Crew,3,Add Crew,33614.100000000006,15.687310257659398,30.009128020883608,6.835787629101661,5.603008135941637
