Label,Step_No,Step,Weight_kg,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
A,0,A: OEW + crew + fuel + baggage,27314.100000000002,38.28431954074289,-1.439403890757622,-2.6721833839176465
B,1,Board group / zone 3,28574.100000000002,36.33735977460714,0.5075558753781361,-0.7252236177818885
C,2,Board group / zone 2,29834.100000000002,29.881682164791968,6.9632334851932995,5.730453992033275
D,3,Board group / zone 4,31094.100000000002,32.91681029749032,3.9281053524949487,2.695325859334924
E,4,Board group / zone 1,32354.100000000002,22.787976033251752,14.056939616733517,12.824160123573494
F,5,Board group / zone 5,33614.100000000006,30.00912802088371,6.835787629101558,5.603008135941534
