Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.084490569742353,41.52597240791748,15.923055412548884,-4.681056757932209,3.448690446231237,14.652388326605884
VLM,16.084490569742353,41.52597240791748,15.880540663945176,-5.913836251092234,3.448690446231237,14.652388326605884
