Method,Step_No,Step,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Pre-boarding loading line,0,Empty weight,16270.971221999996,16.18192309380626,32.7525704266889,-0.9884649028688168,-3.124109122739677
Pre-boarding loading line,1,Add crew,16630.971221999996,15.890099348278392,24.29069917214422,7.473406351675861,5.337762131805001
Pre-boarding loading line,2,Add fuel,26264.1,16.088085601194017,30.031610280358816,1.7324952434612628,-0.40314897640959696
Pre-boarding loading line,3,Add baggage,27314.100000000002,16.17180829821666,32.45927661713128,-0.6951710933112036,-2.8308153131820637
Front-biased zone boarding,0,A: OEW + crew + fuel + baggage,27314.100000000002,16.17180829821666,32.45927661713128,-0.6951710933112036,-2.8308153131820637
Front-biased zone boarding,1,Board zone 1,28574.100000000002,15.759343917684886,20.499247528915493,11.264857994904588,9.129213775033728
Front-biased zone boarding,2,Board zone 2,29834.100000000002,15.542882441177031,14.222619345472541,17.54148617834754,15.40584195847668
Front-biased zone boarding,3,Board zone 3,31094.100000000002,15.498596487382484,12.938481076613305,18.825624447206778,16.689980227335916
Front-biased zone boarding,4,Board zone 4,32354.100000000002,15.606370414825934,16.063549247380163,15.700556276439917,13.564912056569058
Front-biased zone boarding,5,Board zone 5,33614.100000000006,15.849104662576705,23.101996203848344,8.662109319971735,6.526465100100876
Aft-biased zone boarding,0,A: OEW + crew + fuel + baggage,27314.100000000002,16.17180829821666,32.45927661713128,-0.6951710933112036,-2.8308153131820637
Aft-biased zone boarding,1,Board zone 5,28574.100000000002,16.432423384754713,40.016205561648626,-8.25210003782855,-10.38774425769941
Aft-biased zone boarding,2,Board zone 4,29834.100000000002,16.509861837237242,42.26165071510258,-10.497545191282498,-12.633189411153358
Aft-biased zone boarding,3,Board zone 3,31094.100000000002,16.42639179260116,39.84131041673511,-8.077204892915033,-10.212849112785893
Aft-biased zone boarding,4,Board zone 2,32354.100000000002,16.200812541171587,33.300298547256155,-1.536193023436075,-3.6718372433069346
Aft-biased zone boarding,5,Board zone 1,33614.100000000006,15.849104662576705,23.101996203848344,8.662109319971735,6.526465100100876
Recommended balanced zone boarding,0,A: OEW + crew + fuel + baggage,27314.100000000002,16.17180829821666,32.45927661713128,-0.6951710933112036,-2.8308153131820637
Recommended balanced zone boarding,1,Board zone 3,28574.100000000002,16.0958836512198,30.257726545282086,1.5063789785379933,-0.6292652413328664
Recommended balanced zone boarding,2,Board zone 2,29834.100000000002,15.86520890653044,23.568963135349343,8.19514238847074,6.05949816859988
Recommended balanced zone boarding,3,Board zone 4,31094.100000000002,15.96249413999182,26.389895746674185,5.374209777145897,3.238565557275038
Recommended balanced zone boarding,4,Board zone 1,32354.100000000002,15.606370414825934,16.063549247380163,15.700556276439917,13.564912056569058
Recommended balanced zone boarding,5,Board zone 5,33614.100000000006,15.849104662576705,23.101996203848344,8.662109319971735,6.526465100100876
