Method,x_cg_m,CG_percent_MAC,x_np_m,Static_margin_percent,MAC_m,x_LEMAC_m
DATCOM,16.18192309380626,32.7525704266889,16.147833999136676,-0.9884649028688168,3.448690446231237,15.052388326605884
VLM,16.18192309380626,32.7525704266889,16.0741822409605,-3.124109122739677,3.448690446231237,15.052388326605884
