Limit,Source,Critical_case,Weight_kg,x_cg_m,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
Forward CG limit from cases,Zone boarding / loading,Front-biased zone boarding - Board zone 3,31094.100000000002,15.498596487382484,12.938481076613305,18.825624447206778,16.689980227335916
Aft CG limit from cases,Zone boarding / loading,Aft-biased zone boarding - Board zone 4,29834.100000000002,16.509861837237242,42.26165071510258,-10.497545191282498,-12.633189411153358
