Label,Step_No,Step,Weight_kg,CG_percent_MAC,SM_DATCOM_percent,SM_VLM_percent
A,0,A: OEW + crew + fuel + baggage,27314.100000000002,32.45927661713128,-0.6951710933112036,-2.8308153131820637
B,1,Board zone 3,28574.100000000002,30.257726545282086,1.5063789785379933,-0.6292652413328664
C,2,Board zone 2,29834.100000000002,23.568963135349343,8.19514238847074,6.05949816859988
D,3,Board zone 4,31094.100000000002,26.389895746674185,5.374209777145897,3.238565557275038
E,4,Board zone 1,32354.100000000002,16.063549247380163,15.700556276439917,13.564912056569058
F,5,Board zone 5,33614.100000000006,23.101996203848344,8.662109319971735,6.526465100100876
