Step_No,Weight_kg,Forward_CG_percent_MAC,Aft_CG_percent_MAC
0,27314.100000000002,32.45927661713128,32.45927661713128
1,28574.100000000002,20.499247528915493,40.016205561648626
2,29834.100000000002,14.222619345472541,42.26165071510258
3,31094.100000000002,12.938481076613305,39.84131041673511
4,32354.100000000002,16.063549247380163,33.300298547256155
5,33614.100000000006,23.101996203848344,23.101996203848344
